Episode,disturbance_level,Steps,Returns
1,0.2,80,-126.05312009282173
2,1.2,64,-135.21663999965097
3,0.5,85,-129.7298078939097
4,1.5,100,-149.02615440069917
5,0.9,98,-136.2264748184212
6,0.0,21,-106.12659389917702
7,0.4,84,-141.6289749376752
8,0.3,79,-142.2872588582274
9,0.2,78,-142.52263651707187
10,0.1,54,-112.57974338794583
11,0.1,30,-110.2439604752866
12,0.0,24,-105.28277214874521
13,1.3,71,-135.89190696514487
14,0.0,27,-103.10318048602457
15,0.9,106,-135.4232337048708
16,0.9,87,-129.38859936709855
17,1.9,92,-147.5452032376083
18,1.3,85,-131.22672930495392
19,0.1,28,-108.33960805996425
20,0.8,82,-139.1642927377775
21,0.4,101,-136.13345635738239
22,1.1,70,-135.97877645413482
23,0.1,25,-107.40997773650302
24,0.8,92,-138.30441734448522
25,0.5,81,-136.29051193070887
26,0.1,86,-143.46976179829522
27,0.6,103,-153.69700382193207
28,1.5,82,-142.4576295878263
29,0.3,73,-137.16800908182768
30,0.3,84,-134.00056471427166
31,1.2,79,-136.285906907832
32,0.1,40,-109.5771071281848
33,0.2,80,-157.6179207238564
34,1.2,78,-143.8200881333126
35,0.3,75,-136.98724883731342
36,1.6,81,-139.54217900547013
37,0.2,82,-129.37068469094774
38,1.6,69,-129.4650051619568
39,1.4,74,-142.2418750196465
40,0.5,98,-129.82643328368647
41,0.0,24,-102.37870634495916
42,0.3,82,-144.55337185725904
43,1.1,76,-138.02081349515896
44,0.3,80,-150.47795650693004
45,1.0,76,-135.23081588285825
46,0.2,67,-132.34460024299995
47,0.8,83,-138.95143963634098
48,0.3,61,-128.274886248068
49,0.1,30,-105.82989245180988
50,0.2,78,-126.88214249687461
51,1.0,76,-138.14150399089084
52,0.6,74,-144.97176776221684
53,0.2,80,-136.34780558542087
54,1.3,70,-133.8720895589823
55,0.7,97,-141.11791387289568
56,0.0,24,-105.46779501546958
57,0.0,44,-114.57481588189864
58,0.8,65,-134.39060395147703
59,0.9,78,-144.06275956364144
60,1.0,72,-134.12867119229614
61,0.3,93,-162.71987504224768
62,0.7,100,-132.8351773939182
63,0.5,94,-155.4274115903319
64,0.3,80,-133.96053732244604
65,1.0,88,-166.42003902919672
66,1.3,90,-142.9303607868986
67,0.4,81,-144.52189296458266
68,0.0,31,-109.11562091895341
69,0.4,76,-136.23033414026446
70,0.2,97,-167.28369150683213
71,0.6,87,-134.30304334631003
72,0.3,87,-157.52033753052183
73,0.6,86,-149.88392715034254
74,0.0,33,-106.46557307245378
75,2.0,73,-131.16056181241208
76,1.1,84,-158.39245272467426
77,1.9,62,-142.03233017841288
78,0.6,65,-135.08234094933624
79,1.0,79,-135.59219330920592
80,0.2,83,-142.88179385785298
81,0.6,68,-153.57166605847615
82,1.0,86,-137.72575195604216
83,1.6,85,-152.8841145387626
84,1.1,75,-141.06766824239344
85,0.9,72,-142.12644737586697
86,1.7,68,-138.43568237241846
87,0.6,86,-151.1400474919024
88,0.5,91,-147.82362365218518
89,0.4,71,-134.09124515812886
90,1.2,71,-140.35954866304363
91,0.7,54,-133.11504787521798
92,1.1,67,-130.80867454610924
93,0.9,100,-143.68967206937847
94,1.4,75,-145.33799907166426
95,2.0,79,-135.44953376089427
96,0.5,94,-149.2560048216381
97,1.8,75,-150.58565237332988
98,0.9,73,-138.88568253879242
99,0.0,35,-112.26262517366986
100,1.5,72,-134.26907559641876
101,0.4,70,-144.0245391523322
102,0.6,83,-150.3659148941434
103,0.0,21,-107.83435674215364
104,0.1,67,-122.31618577229362
105,0.5,94,-145.98542695251726
106,0.0,17,-102.92876887193982
107,0.6,68,-134.95492979616844
108,0.2,79,-135.52604245778306
109,1.8,91,-143.51576991367943
110,0.0,13,-100.79454005029602
111,0.7,93,-168.40028491634195
112,0.7,79,-137.6333719008532
113,0.5,92,-134.32657518978058
114,1.9,75,-135.28613321814467
115,0.3,83,-167.05787842754
116,0.5,67,-129.9452439613475
117,1.4,59,-135.34803752267382
118,0.5,65,-140.51856232652395
119,1.7,79,-130.81722213491298
120,0.7,95,-144.33677782272778
121,0.4,76,-134.39590052645318
122,1.6,70,-137.1804693879892
123,1.8,71,-131.50981212800656
124,0.8,65,-135.1069654101776
125,0.4,63,-130.44707722659928
126,1.7,69,-130.14279530268536
127,0.1,31,-109.59228919646283
128,0.5,84,-133.51297893266573
129,0.4,68,-132.68955203959038
130,0.6,67,-132.75156380098034
131,1.6,72,-139.48685002480352
132,1.7,82,-152.3597435432152
133,1.4,70,-147.69931671563367
134,0.7,85,-148.62501244968126
135,0.7,78,-144.5315039609985
136,0.3,86,-135.8396872949487
137,0.0,25,-105.07348625595688
138,1.1,62,-140.446043628293
139,0.3,87,-162.1800182763702
140,0.6,65,-131.67676919708452
141,1.0,89,-146.24476979972783
142,0.5,93,-138.96695681215417
143,0.5,73,-130.95168864288425
144,0.0,28,-107.07151335936966
145,0.5,87,-132.42202790415507
146,0.7,81,-150.79830307673348
147,0.5,87,-136.830319370604
148,1.7,99,-136.54982162917034
149,0.2,91,-164.56585780286127
150,0.2,77,-141.76614018103766
151,0.7,70,-132.08288243840687
152,0.0,19,-106.58801832386153
153,1.0,93,-141.45632096700365
154,0.3,83,-138.4700079690612
155,0.1,63,-121.53012468734241
156,0.4,81,-134.32684707443184
157,0.9,75,-144.75267642961427
158,0.5,81,-150.12467315039916
159,0.2,74,-134.31415963835042
160,0.7,80,-133.47176125373184
161,0.4,87,-145.67038024880125
162,0.2,71,-141.4997976870515
163,0.6,90,-136.32350872928436
164,1.0,98,-142.6297474904116
165,0.6,79,-131.6303063202563
166,0.1,82,-139.03556149562814
167,0.0,49,-120.90861373879967
168,0.2,90,-130.5665418416224
169,1.8,70,-141.54527500324798
170,0.8,79,-159.94119986202836
171,1.1,75,-151.37939894673144
172,0.3,98,-135.99660494554823
173,0.4,97,-137.8635256074534
174,1.0,75,-139.08208408826894
175,1.5,76,-138.3264761311057
176,1.2,88,-152.72321903819716
177,0.3,63,-127.41048300051264
178,0.4,84,-142.6555883873963
179,1.1,74,-143.4276564753343
180,0.7,68,-130.0544042634126
181,0.5,88,-170.06745750336546
182,0.3,67,-135.39381335611637
183,1.3,70,-136.7912203337881
184,1.7,76,-149.54227153285984
185,0.2,72,-141.9379692819755
186,0.1,79,-135.24691074336084
187,0.1,74,-133.98368941074176
188,1.0,86,-161.40066826629544
189,0.5,81,-156.50707817215095
190,1.8,63,-132.24056253591283
191,0.2,82,-138.73370185113887
192,0.8,74,-129.55776554315966
193,0.8,60,-138.0729762248212
194,0.9,68,-131.4718360146972
195,0.8,77,-146.02424039188077
196,0.4,88,-164.51238817245246
197,0.6,73,-143.8325541593838
198,0.9,85,-153.4346705606716
199,1.2,92,-143.04287355432916
200,1.0,76,-143.82276196970128
201,0.6,91,-147.62206132751888
202,1.6,72,-131.76133865382047
203,0.1,40,-111.82047536093395
204,1.0,80,-141.89368512106188
205,0.6,80,-151.94858709833082
206,0.7,69,-144.00840681809845
207,1.2,76,-135.2021695849651
208,0.6,64,-144.39436380493993
209,0.0,21,-104.74932729510815
210,0.8,88,-146.74634241415856
211,0.0,30,-108.50586860792015
212,1.7,66,-130.54931938753953
213,0.1,76,-137.05145873417717
214,0.9,67,-131.95691595975353
215,0.9,75,-137.7625892612022
216,0.3,85,-135.49279166568562
217,1.7,67,-143.31576171652995
218,0.0,55,-110.19141765312729
219,0.0,27,-109.75063665145957
220,0.0,24,-105.55398362325897
221,0.8,80,-136.33738744197862
222,1.4,74,-132.35050221940708
223,0.8,82,-133.07302773766952
224,1.3,85,-131.68398332491105
225,0.7,75,-144.43837742335492
226,0.0,27,-107.53793398320983
227,0.5,66,-135.31976761909738
228,1.1,89,-162.2011422541262
229,0.0,21,-102.34804211283524
230,1.7,63,-127.82299722172287
231,0.0,24,-104.55526264336956
232,0.2,79,-125.67931272778307
233,0.0,31,-109.35848490356364
234,0.1,71,-136.61652682196305
235,0.0,30,-109.56332083153119
236,0.0,15,-101.92281178170074
237,0.7,95,-145.01666916369672
238,0.0,58,-123.5438411061994
239,0.0,48,-113.30446423454681
240,0.9,87,-136.350040720583
241,0.0,54,-110.71789658564933
242,0.1,70,-123.1083734595939
243,2.0,76,-137.12299080229354
244,1.2,71,-132.2271478773034
245,0.4,68,-134.33355251086897
246,0.5,93,-169.45196331511187
247,1.4,77,-137.21754434922047
248,1.8,65,-139.7502338454143
249,0.2,75,-146.56067368392058
250,1.5,94,-132.84750802880689
251,1.6,72,-137.1150460045559
252,0.5,56,-134.00753234992828
253,1.0,95,-185.75046380885954
254,1.2,82,-134.0838526143998
255,0.2,65,-128.0373547613806
256,1.9,68,-141.74060688952935
257,0.9,73,-138.1935605603769
258,0.8,81,-150.90432572260858
259,1.2,89,-155.14795183521167
260,1.8,79,-139.8171467403626
261,1.1,102,-133.547023216055
262,0.5,75,-131.8503365556528
263,0.3,93,-147.4527110769952
264,0.2,96,-162.12677723722584
265,0.0,22,-105.85631062410984
266,0.7,66,-129.68699605769598
267,0.2,85,-136.6751720578587
268,0.8,96,-150.21431949930525
269,0.4,98,-139.14631625441027
270,1.6,80,-137.82334669643592
271,1.6,81,-139.18208978621377
272,0.6,77,-138.45873113463577
273,0.4,91,-136.64808358792857
274,0.7,88,-154.43139604484236
275,0.2,57,-116.5149766722649
276,1.3,78,-147.99432678559646
277,0.0,54,-120.11812607316496
278,0.6,71,-137.8585332670142
279,0.5,85,-136.0878042723958
280,0.2,62,-132.2062086625369
281,0.1,42,-106.77127663115016
282,1.1,92,-156.728258855909
283,0.0,34,-111.79751151320723
284,1.1,84,-138.90828718526998
285,0.3,78,-142.12631981613538
286,0.0,23,-106.54464223030645
287,0.1,82,-150.2827048743762
288,0.1,30,-105.83750508843329
289,1.5,81,-150.82742470641745
290,0.6,74,-143.63600603579997
291,1.2,89,-140.47296593031223
292,0.1,62,-122.16625180601062
293,1.1,70,-133.3763404183989
294,1.0,72,-135.57796487228083
295,1.9,59,-131.7585543205837
296,0.0,59,-111.47790389043568
297,0.5,79,-149.2594908169184
298,1.0,101,-155.2359827442586
299,0.6,84,-157.39255078982004
300,1.7,82,-143.46719687901285
301,1.3,107,-152.00124674811644
302,1.6,65,-133.19188039915775
303,0.8,79,-135.74329984263116
304,0.5,103,-132.20519485395621
305,1.2,96,-147.25376843765198
306,0.8,86,-156.23762074544672
307,0.9,74,-137.74021777967204
308,0.0,19,-102.37221336573117
309,0.2,82,-137.70853012799284
310,0.5,96,-140.71210501474542
311,0.6,73,-139.38442638100594
312,0.2,89,-144.98353158913096
313,0.9,86,-136.13510143398753
314,1.2,97,-140.19835673807478
315,2.0,57,-128.11778667232556
316,0.1,54,-113.79879838339419
317,0.4,68,-132.50885256046345
318,1.2,74,-153.08304782517467
319,0.1,32,-106.09908164921534
320,0.4,75,-138.31692708489948
321,1.4,78,-143.26535782353514
322,1.4,91,-137.59510668754308
323,1.0,99,-163.1006975040408
324,0.2,64,-123.67345194203897
325,0.5,91,-145.53581942859657
326,1.2,95,-142.18228045559155
327,0.2,79,-161.23517744666452
328,1.6,74,-129.17890183500245
329,0.3,76,-135.9209413440033
330,0.0,31,-107.6199616419069
331,0.4,70,-145.1015311985707
332,0.5,97,-146.96324498617702
333,0.1,72,-142.247659468428
334,1.6,85,-138.97566137922513
335,1.1,66,-138.49563375344877
336,0.5,84,-146.86478911344994
337,0.3,76,-134.09061542882256
338,0.9,73,-136.09619721507954
339,0.9,96,-161.57907547975617
340,0.2,102,-164.31458931555196
341,0.8,79,-130.22253666037122
342,0.8,72,-141.32051757111213
343,0.6,88,-150.38100384178364
344,0.3,90,-131.07468455103003
345,1.1,85,-139.3299608008376
346,0.2,70,-145.5524706413999
347,0.4,90,-146.77222874916276
348,0.9,72,-139.34480628532472
349,0.6,68,-144.7607181036913
350,0.0,22,-104.23761705675985
351,0.5,61,-136.74371891767825
352,0.0,20,-108.44980612224136
353,1.3,75,-149.43581603922183
354,0.3,73,-130.4003510141769
355,0.4,91,-143.97739265481025
356,0.2,94,-144.55780743260289
357,1.0,66,-139.43939888117467
358,1.7,55,-127.1698091279675
359,1.6,68,-141.12983860956783
360,2.0,94,-136.06547187925665
361,0.7,86,-132.53511039993148
362,0.6,87,-140.32329111167257
363,1.6,83,-129.78683928379712
364,1.3,77,-143.77947268587022
365,0.7,79,-163.87549282839615
366,1.5,75,-125.38168053758602
367,0.5,73,-136.5429602903615
368,1.0,96,-132.16079428820876
369,0.1,54,-115.17136372415828
370,1.3,87,-129.79982400041504
371,1.9,97,-142.63191611974403
372,0.4,95,-145.65965038205732
373,0.4,82,-142.81844910200476
374,1.9,72,-134.20903030443057
375,1.5,85,-127.46087886507077
376,0.6,65,-130.90360495466192
377,0.6,83,-149.12445075597816
378,1.8,88,-135.44079743167438
379,1.9,80,-144.82158220413282
380,0.4,77,-147.41247625645178
381,0.1,44,-116.32671161040055
382,0.5,94,-145.4100318504819
383,0.4,85,-150.9205330208089
384,0.2,74,-133.47792431758552
385,0.9,86,-126.39277513404197
386,1.7,56,-131.95557503412485
387,0.7,67,-138.2537352108577
388,0.1,85,-135.12379304382634
389,0.0,21,-106.54707248880248
390,0.9,85,-145.8422241485733
391,0.0,66,-120.70594989452502
392,0.3,68,-144.36768371780278
393,1.5,50,-131.65850755383343
394,1.9,84,-137.2450572507299
395,0.9,92,-133.41595532450157
396,1.9,73,-136.2338421302287
397,1.3,75,-139.280869562964
398,1.5,81,-137.42536638390897
399,0.6,74,-130.00510294257373
400,1.0,95,-167.27555759130908
401,0.6,76,-131.54163097118186
402,0.0,45,-108.5720765231117
403,0.1,42,-114.05418362565366
404,0.0,37,-113.74945849687674
405,1.1,63,-138.3332883666733
406,0.2,90,-133.77101182644475
407,0.2,68,-146.68879415647936
408,0.2,85,-135.28095302885757
409,0.3,76,-141.14779648087952
410,0.0,20,-101.90037009795677
411,0.0,28,-107.90469307601073
412,0.5,74,-138.22921367010224
413,0.1,64,-114.71935560131668
414,1.4,85,-143.0425425183555
415,0.1,72,-123.06139462873341
416,0.3,99,-174.78393627820677
417,0.1,44,-116.24452210447926
418,0.6,97,-145.66024621212324
419,1.2,92,-134.7569105617119
420,0.9,78,-139.44455212781915
421,0.0,20,-105.09925797992256
422,0.2,74,-117.46468314053234
423,1.2,75,-157.45598529469868
424,0.5,72,-132.43070609819299
425,0.9,103,-141.628428815312
426,0.8,75,-136.57803316873373
427,0.0,24,-107.46139287002157
428,0.3,99,-166.25025330643172
429,0.0,23,-106.3711504163859
430,0.7,77,-137.5906816016526
431,0.5,72,-143.00956377794915
432,0.9,76,-140.0614454895282
433,0.8,91,-146.7431868206488
434,0.6,65,-135.83064476150332
435,0.4,69,-138.30957283928592
436,0.1,40,-110.90277175209012
437,0.3,86,-139.227115569181
438,1.3,74,-144.7170774873457
439,0.1,35,-110.36800315937231
440,1.3,87,-136.92644511846413
441,0.1,23,-106.77697020572413
442,0.1,50,-19.399429643039092
